Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,ChargeDifference,ServiceCount,TenureGroup,ChargeGroup,ContractRisk,ElectronicPayment,HasTechSupport,HasOnlineSecurity
Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.47,5707.04,No,103.76436363636364,0.7056363636363585,6,Loyal,Very High,2,1,1,1
Male,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,45.64,2888.82,No,47.35770491803279,-1.717704918032787,2,Loyal,Medium,0,1,1,0
Male,0,No,No,21,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,44.29,794.24,No,37.820952380952384,6.469047619047615,2,Developing,Medium,2,0,0,0
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,81.1,542.08,No,77.44000000000001,3.6599999999999824,3,New,High,1,1,0,0
Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.46,1824.05,Yes,79.30652173913043,-3.846521739130438,1,Developing,High,2,0,0,0
Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,90.24,4681.78,No,91.79960784313725,-1.5596078431372575,5,Loyal,High,2,0,0,0
Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.77,3932.78,No,81.93291666666667,0.8370833333333252,3,Established,High,2,1,0,0
Female,1,Yes,No,51,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,54.12,2785.05,No,54.608823529411765,-0.48882352941176777,2,Loyal,Medium,2,0,0,0
Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,84.1,6079.4,No,84.4361111111111,-0.3361111111111086,3,Loyal,High,2,0,0,0
Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.56,761.44,No,44.79058823529412,-10.230588235294121,2,Developing,Low,0,0,0,0
Male,1,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,83.55,2609.63,No,81.5509375,1.9990624999999937,3,Established,High,2,0,0,1
Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,38.85,1415.26,No,39.312777777777775,-0.46277777777777374,2,Established,Low,2,0,0,0
Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,81.84,866.97,No,78.81545454545454,3.0245454545454606,4,New,High,2,0,0,1
Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,74.27,3686.9,No,76.81041666666667,-2.5404166666666725,2,Established,High,0,0,0,0
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card,83.63,323.41,No,80.8525,2.777499999999989,4,New,High,1,0,1,0
Female,0,Yes,Yes,65,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card,49.52,3169.1,No,48.755384615384614,0.7646153846153894,2,Loyal,Medium,1,0,0,1
Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.96,534.75,No,76.39285714285714,-8.432857142857145,4,New,Medium,2,0,0,1
Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,78.89,567.29,No,70.91125,7.978750000000005,2,New,High,0,0,0,0
Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,27.65,374.42,No,28.801538461538463,-1.1515384615384647,1,Developing,Low,2,0,0,0
Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,80.22,5267.94,No,81.04523076923077,-0.825230769230771,2,Loyal,High,1,0,0,0
Female,0,Yes,No,63,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,73.46,4489.37,No,71.25984126984127,2.2001587301587193,4,Loyal,High,1,0,0,0
Male,0,No,No,67,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.01,3821.54,No,57.03791044776119,0.9720895522388062,4,Loyal,Medium,2,1,1,0
Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.34,5633.34,No,93.889,-2.5489999999999924,5,Loyal,High,2,1,0,1
Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,75.91,5103.61,No,76.17328358208955,-0.2632835820895565,2,Loyal,High,2,0,0,0
Male,0,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,71.5,2339.91,Yes,68.82088235294117,2.679117647058831,5,Established,High,2,0,1,0
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.06,59.54,No,59.54,-11.479999999999997,1,New,Medium,2,1,0,0
Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,72.75,2178.15,No,68.0671875,4.682812499999997,2,Established,High,2,0,0,0
Female,1,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,56.72,920.77,No,57.548125,-0.828125,3,Developing,Medium,2,0,0,0
Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer,97.38,1784.36,No,99.13111111111111,-1.7511111111111148,5,Developing,High,1,0,0,1
Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,96.12,4798.96,No,95.9792,0.1407999999999987,6,Loyal,High,2,0,1,0
Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,62.6,754.14,No,58.01076923076923,4.589230769230774,4,Developing,Medium,1,1,1,1
Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.54,1883.94,Yes,78.4975,-5.957499999999996,2,Developing,High,2,1,0,1
Female,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,52.23,1488.13,No,51.3148275862069,0.9151724137930941,3,Established,Medium,2,1,1,0
Female,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.93,313.23,No,62.646,30.284000000000006,4,New,High,2,0,0,1
Male,1,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.86,1509.74,No,29.602745098039215,0.2572549019607848,1,Loyal,Low,0,1,0,0
Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,66.41,3746.19,No,68.11254545454545,-1.702545454545458,1,Loyal,Medium,2,0,0,0
Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card,73.67,3149.96,No,76.82829268292683,-3.1582926829268274,5,Established,High,1,0,0,0
Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,76.48,18.0,No,6.0,70.48,5,New,High,0,1,0,1
Female,0,No,No,57,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,58.42,3263.11,No,57.24754385964913,1.1724561403508744,3,Loyal,Medium,1,0,0,0
Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.47,942.54,No,28.561818181818182,0.9081818181818164,2,Established,Low,2,0,0,0
Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,80.8,1629.26,No,81.463,-0.6629999999999967,3,Developing,High,2,0,0,0
Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card,81.24,5496.55,No,79.66014492753624,1.579855072463758,4,Loyal,High,1,0,0,1
Male,1,Yes,No,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,64.52,4044.65,No,65.23629032258064,-0.7162903225806474,4,Loyal,Medium,1,1,0,0
Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.46,1144.96,No,35.78,-2.3200000000000003,2,Established,Low,1,1,0,0
Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,31.13,925.43,No,28.9196875,2.2103125000000006,1,Established,Low,1,0,0,0
Female,1,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.61,3666.47,No,55.55257575757575,0.05742424242424704,3,Loyal,Medium,2,1,0,0
Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,97.58,1431.28,No,102.23428571428572,-4.65428571428572,5,Developing,High,1,0,0,0
Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,83.8,2655.49,No,88.51633333333332,-4.716333333333324,4,Established,High,1,1,1,0
Female,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,86.52,3718.27,No,88.53023809523809,-2.010238095238094,4,Established,High,0,0,0,0
Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer,69.37,1692.54,No,67.7016,1.6684000000000054,2,Established,Medium,1,0,0,1
Male,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,60.73,1433.06,No,62.30695652173913,-1.5769565217391346,4,Developing,Medium,2,0,0,0
Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,80.13,622.25,No,77.78125,2.3487499999999955,2,New,High,1,1,0,0
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card,105.28,2045.64,No,102.28200000000001,2.9979999999999905,6,Developing,Very High,1,0,0,1
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,86.38,2285.54,Yes,87.90538461538462,-1.525384615384624,4,Established,High,2,0,0,0
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,91.08,5594.72,No,91.71672131147541,-0.6367213114754122,4,Loyal,High,2,0,0,1
Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,56.12,1402.39,No,56.095600000000005,0.024399999999992872,2,Established,Medium,2,0,0,0
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,80.73,1048.94,No,87.41166666666668,-6.681666666666672,4,New,High,2,0,1,1
Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,36.81,2222.74,No,36.438360655737704,0.3716393442622987,2,Loyal,Low,1,0,0,0
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,82.05,2125.96,Yes,81.76769230769231,0.2823076923076826,3,Established,High,2,0,0,0
Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,21.4,1449.58,No,21.6355223880597,-0.23552238805970305,0,Loyal,Low,1,0,0,0
Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,88.52,733.9,No,91.7375,-3.217500000000001,4,New,High,2,0,0,1
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,68.48,63.04,No,31.52,36.96000000000001,2,New,Medium,1,0,0,0
Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,99.67,6828.87,No,101.92343283582089,-2.253432835820888,6,Loyal,High,1,1,1,1
Female,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,67.34,592.51,No,74.06375,-6.7237499999999955,5,New,Medium,1,1,1,1
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,33.67,33.81,No,33.81,-0.14000000000000057,2,New,Low,2,0,0,0
Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,87.43,4111.06,No,87.46936170212767,-0.03936170212766399,5,Established,High,0,0,1,0
Male,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.0,545.93,Yes,23.73608695652174,0.2639130434782615,0,Developing,Low,2,1,0,0
Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card,80.16,2922.55,No,83.50142857142858,-3.3414285714285796,3,Established,High,1,0,1,0
Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.91,2233.96,Yes,74.46533333333333,-2.555333333333337,3,Established,High,2,1,1,1
Male,0,Yes,No,22,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.44,1600.47,No,72.74863636363636,-2.308636363636367,4,Developing,High,2,0,1,0
Male,0,No,No,35,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,82.71,3093.1,No,88.3742857142857,-5.664285714285711,3,Established,High,1,0,1,0
Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card,90.69,1770.47,No,93.18263157894737,-2.4926315789473676,4,Developing,High,2,0,1,1
Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.81,502.78,No,29.575294117647058,4.234705882352944,2,Developing,Low,2,0,0,0
Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,34.95,653.37,No,38.43352941176471,-3.4835294117647067,2,Developing,Low,2,0,0,0
Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,91.26,863.99,Yes,95.99888888888889,-4.73888888888888,4,New,High,2,0,1,1
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card,76.74,3027.11,No,79.66078947368422,-2.9207894736842235,2,Established,High,0,0,0,0
Female,1,Yes,No,40,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card,57.45,2357.64,No,58.940999999999995,-1.4909999999999926,3,Established,Medium,1,0,0,0
Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.45,179.94,Yes,89.97,-5.519999999999996,4,New,High,2,0,1,0
Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,689.11,No,20.26794117647059,-2.2679411764705897,1,Established,Low,1,1,0,0
Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,85.66,4491.22,No,83.17074074074074,2.4892592592592564,3,Loyal,High,1,1,0,0
Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,85.78,124.1,Yes,124.1,-38.31999999999999,3,New,High,1,1,1,0
Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.99,727.45,No,33.065909090909095,-2.0759090909090965,1,Developing,Low,1,1,0,0
Female,0,No,No,70,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,62.57,4273.22,No,61.04600000000001,1.5239999999999938,3,Loyal,Medium,2,1,0,0
Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,567.91,No,18.31967741935484,-0.3196774193548393,0,Established,Low,2,1,0,0
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,85.62,118.22,No,59.11,26.510000000000005,4,New,High,1,0,0,0
Male,1,No,No,38,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,59.1,2210.81,No,58.179210526315785,0.9207894736842164,4,Established,Medium,1,1,0,1
Male,0,No,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,86.17,2659.02,No,88.634,-2.4639999999999986,5,Established,High,1,1,0,1
Female,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.61,967.14,No,60.44625,5.16375,5,Developing,Medium,2,1,1,0
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.68,561.93,No,93.65499999999999,3.02500000000002,5,New,High,1,1,0,0
Male,0,No,Yes,64,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,42.19,2626.04,No,41.031875,1.1581249999999983,0,Loyal,Medium,2,0,0,0
Female,1,No,No,59,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card,48.08,2854.76,No,48.38576271186441,-0.3057627118644106,1,Loyal,Medium,1,0,0,0
Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,79.48,4000.75,No,80.015,-0.5349999999999966,3,Loyal,High,2,0,0,0
Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer,92.83,82.59,No,41.295,51.535,4,New,High,1,0,1,0
Female,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card,59.23,3704.19,No,58.79666666666667,0.43333333333333,3,Loyal,Medium,0,0,0,1
Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,21.47,736.38,No,21.039428571428573,0.43057142857142594,1,Established,Low,2,0,0,0
Male,0,Yes,No,35,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,52.84,1858.73,No,53.10657142857143,-0.26657142857142446,2,Established,Medium,1,1,0,0
Male,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.26,5852.49,No,91.44515625,-1.1851562499999915,4,Loyal,High,1,1,0,0
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,86.26,2683.74,No,83.866875,2.393125000000012,3,Established,High,2,0,0,0
Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,68.43,1199.11,No,66.61722222222221,1.8127777777777965,6,Developing,Medium,2,0,1,1
Female,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,31.36,669.32,No,37.184444444444445,-5.824444444444445,2,Developing,Low,1,0,0,0
Male,0,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.41,5986.06,No,89.34417910447762,-0.9341791044776215,3,Loyal,High,2,1,0,1
Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,54.52,2103.83,No,52.595749999999995,1.9242500000000078,3,Established,Medium,2,0,0,0
Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,80.37,3366.4,No,80.15238095238095,0.2176190476190527,3,Established,High,0,0,1,1
Female,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,75.05,3260.39,No,75.82302325581395,-0.7730232558139534,4,Established,High,1,0,0,1
Male,0,Yes,No,16,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,68.39,1165.21,No,72.825625,-4.435625000000002,4,Developing,Medium,1,0,1,0
Female,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,66.31,2081.16,No,67.13419354838709,-0.8241935483870861,4,Established,Medium,1,1,0,1
Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.06,6177.88,No,89.53449275362318,-0.47449275362318133,3,Loyal,High,2,0,0,0
Female,0,Yes,No,11,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,69.94,803.99,No,73.09,-3.1500000000000057,2,New,Medium,1,1,0,0
Male,0,No,No,69,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,65.03,4490.64,No,65.08173913043478,-0.05173913043478251,3,Loyal,Medium,2,1,0,0
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,87.99,1633.16,No,81.658,6.331999999999994,5,Developing,High,2,0,1,1
Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,81.35,1749.45,No,79.52045454545454,1.8295454545454533,6,Developing,High,1,0,1,0
Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,53.51,205.98,No,102.99,-49.48,4,New,Medium,0,1,1,1
Female,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.32,3876.31,No,80.75645833333333,-1.4364583333333343,2,Established,High,2,0,0,0
Male,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer,58.3,1339.69,No,58.24739130434783,0.05260869565216808,3,Developing,Medium,0,0,1,0
Male,0,No,Yes,34,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,53.88,1812.45,No,53.307352941176475,0.5726470588235273,2,Established,Medium,1,1,0,0
Female,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.41,2771.88,No,65.99714285714286,1.4128571428571348,4,Established,Medium,2,1,0,0
Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,78.98,3563.93,Yes,77.47673913043478,1.5032608695652243,2,Established,High,2,0,0,0
Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.88,5863.53,No,84.97869565217391,-1.098695652173916,2,Loyal,High,2,1,1,0
Female,1,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,96.52,3932.0,No,95.90243902439025,0.6175609756097487,4,Established,High,1,0,0,0
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.49,1057.0,Yes,81.3076923076923,-1.8176923076923117,2,Developing,High,2,1,0,0
Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,90.03,4784.04,No,93.80470588235293,-3.774705882352933,4,Loyal,High,2,0,0,0
Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,71.13,292.64,No,73.16,-2.030000000000001,4,New,High,2,0,0,0
Female,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,71.42,4296.34,No,70.43180327868853,0.9881967213114677,4,Loyal,High,0,1,1,0
Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,63.67,1470.81,No,66.855,-3.1850000000000023,4,Developing,Medium,2,0,1,1
Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.47,1966.02,No,37.09471698113207,-1.6247169811320745,2,Loyal,Low,2,0,0,0
Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.39,617.25,No,51.4375,12.9525,5,New,Medium,2,0,1,0
Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,71.49,2244.5,No,74.81666666666666,-3.326666666666668,5,Established,High,2,0,1,1
Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,78.12,3911.96,No,76.70509803921568,1.41490196078432,2,Loyal,High,2,0,0,0
Male,1,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,81.17,3781.72,No,84.03822222222222,-2.868222222222215,2,Established,High,1,1,0,0
Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,27.48,129.51,Yes,129.51,-102.02999999999999,0,New,Low,1,0,0,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.18,250.92,No,83.64,-3.4599999999999937,2,New,High,2,1,1,0
Female,0,Yes,No,71,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,57.46,4012.05,No,56.507746478873244,0.9522535211267567,2,Loyal,Medium,0,1,0,0
Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.33,3649.77,No,93.58384615384615,-2.2538461538461547,5,Established,High,2,1,0,1
Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer,87.61,5465.37,No,88.15112903225807,-0.5411290322580697,4,Loyal,High,0,0,0,1
Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,38.23,167.47,No,27.911666666666665,10.318333333333332,2,New,Low,2,0,0,0
Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,91.56,3338.08,No,92.72444444444444,-1.1644444444444417,4,Established,High,0,0,1,0
Female,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card,77.04,3145.37,No,74.8897619047619,2.150238095238109,2,Established,High,0,0,0,0
