CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST101966,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.09,2662.14,No
CUST101967,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer,80.2,2695.71,No
CUST101968,Female,0,No,Yes,50,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,56.03,2792.5,No
CUST101969,Male,1,No,No,71,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,56.64,3992.68,No
CUST101970,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.09,4704.42,No
CUST101971,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,36.32,19.36,No
CUST101972,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,81.24,2212.34,No
CUST101973,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,41.42,84.12,Yes
CUST101974,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.41,4974.86,No
CUST101975,Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,65.85,3150.34,No
CUST101976,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,96.7,1662.22,No
CUST101977,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,22.38,1314.16,No
CUST101978,Female,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,75.73,3086.56,No
CUST101979,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,98.59,340.07,Yes
CUST101980,Male,1,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.59,970.73,No
CUST101981,Male,0,No,No,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,69.39,4260.72,No
CUST101982,Male,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,70.03,1565.22,Yes
CUST101983,Female,0,No,No,38,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,49.75,1865.04,No
CUST101984,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,102.38,6705.9,No
CUST101985,Male,1,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.86,725.69,No
CUST101986,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.81,18.0,No
CUST101987,Male,0,No,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.79,401.68,No
CUST101988,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.04,5027.16,No
CUST101989,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,28.41,1132.2,No
CUST101990,Male,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.3,1812.94,Yes
CUST101991,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,81.68,548.14,Yes
CUST101992,Female,1,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.07,3599.3,No
CUST101993,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer,73.85,214.02,No
CUST101994,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.22,307.58,No
CUST101995,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,72.7,3192.88,No
CUST101996,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.11,1544.63,No
CUST101997,Male,0,Yes,No,42,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,85.37,3495.96,No
CUST101998,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,88.37,5790.29,No
CUST101999,Female,1,No,No,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.4,1062.75,No
CUST102000,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.87,1618.92,No
CUST102001,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.36,1953.68,Yes
CUST102002,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.09,1940.99,No
CUST102003,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.56,1005.88,No
CUST102004,Female,0,Yes,No,58,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,68.66,3895.18,No
CUST102005,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer,67.48,3580.97,No
CUST102006,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,82.67,4296.94,No
CUST102007,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card,62.17,699.81,No
CUST102008,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,76.65,610.31,No
CUST102009,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.59,5508.12,No
CUST102010,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,85.71,4045.56,No
CUST102011,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,99.09,307.81,Yes
CUST102012,Female,0,Yes,No,48,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.15,2668.59,No
CUST102013,Female,1,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,79.09,5558.24,No
CUST102014,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.14,5218.52,No
CUST102015,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.37,1709.76,No
CUST102016,Female,0,No,No,23,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,64.45,1522.03,No
CUST102017,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.66,1432.69,No
CUST102018,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.34,2419.33,No
CUST102019,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,32.39,1667.9,No
CUST102020,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,74.54,5368.24,No
CUST102021,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,70.1,2187.78,No
CUST102022,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,37.69,1691.7,No
CUST102023,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,31.36,1069.08,No
CUST102024,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,24.31,776.76,No
CUST102025,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.95,291.03,Yes
CUST102026,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.25,1924.61,No
CUST102027,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.73,3622.94,No
CUST102028,Male,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.79,1013.75,Yes
CUST102029,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.3,4332.99,No
CUST102030,Female,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.39,2278.09,Yes
CUST102031,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.16,6406.81,No
CUST102032,Female,0,No,Yes,55,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.35,4830.37,No
CUST102033,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,66.85,1914.43,No
CUST102034,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.17,1376.02,No
CUST102035,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,89.01,222.05,No
CUST102036,Male,0,Yes,No,70,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.67,3481.99,No
CUST102037,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,66.85,2503.93,No
CUST102038,Female,1,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,83.14,4040.92,No
CUST102039,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,58.93,2847.95,No
CUST102040,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,90.42,2067.8,No
CUST102041,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.46,1329.37,No
CUST102042,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,65.88,1839.91,No
CUST102043,Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,77.61,3962.3,No
CUST102044,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,84.43,523.28,No
CUST102045,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,83.23,962.7,No
CUST102046,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.2,6057.51,No
CUST102047,Female,1,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,81.48,4398.2,No
CUST102048,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.57,726.76,Yes
CUST102049,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.1,230.07,No
CUST102050,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,65.38,2541.68,No
CUST102051,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,98.65,18.0,Yes
CUST102052,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,78.6,2448.34,No
CUST102053,Female,0,No,No,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.56,1651.05,No
CUST102054,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,21.36,112.36,No
CUST102055,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,88.37,1864.51,No
CUST102056,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.44,1476.89,Yes
CUST102057,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,47.48,340.97,No
CUST102058,Male,0,No,No,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,50.32,2208.78,No
CUST102059,Female,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,77.32,1608.4,No
CUST102060,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,96.94,265.63,No
CUST102061,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,79.04,141.78,No
CUST102062,Male,0,Yes,No,70,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,79.54,5459.41,No
CUST102063,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,82.92,714.76,No
CUST102064,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.31,2379.61,No
CUST102065,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.05,497.83,No
CUST102066,Male,0,No,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.56,444.43,No
CUST102067,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card,100.41,4109.11,No
CUST102068,Male,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,36.01,2237.61,No
CUST102069,Female,0,Yes,Yes,6,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.86,349.42,Yes
CUST102070,Female,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,44.65,1018.7,No
CUST102071,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,48.3,2554.71,No
CUST102072,Male,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,31.67,192.96,Yes
CUST102073,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card,81.42,960.38,No
CUST102074,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,89.03,2006.87,No
CUST102075,Male,1,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.03,1556.44,No
CUST102076,Female,0,No,Yes,59,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.63,3003.69,No
CUST102077,Female,0,Yes,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,21.0,1197.61,No
CUST102078,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,86.06,4141.47,No
CUST102079,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,85.3,171.86,No
CUST102080,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,58.86,933.16,No
CUST102081,Male,0,No,No,67,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,57.57,3809.75,No
CUST102082,Female,0,Yes,No,52,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,76.34,3941.63,Yes
CUST102083,Female,1,Yes,No,18,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,69.95,1154.62,Yes
CUST102084,Male,1,No,No,51,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,73.98,3835.68,Yes
CUST102085,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,61.53,3257.08,No
CUST102086,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.8,4179.12,No
CUST102087,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.78,2150.79,No
CUST102088,Male,1,No,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,69.66,2712.42,Yes
CUST102089,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,57.46,439.33,No
CUST102090,Female,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,88.48,5244.74,No
CUST102091,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,83.64,94.85,No
CUST102092,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,85.59,3961.77,No
CUST102093,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,39.8,2268.12,No
CUST102094,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.2,680.22,Yes
CUST102095,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,88.38,5149.59,No
CUST102096,Male,1,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.38,2353.23,No
CUST102097,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.04,3153.92,No
CUST102098,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,89.0,2003.28,No
CUST102099,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.72,465.85,No
CUST102100,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,58.57,2916.77,No
CUST102101,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,52.03,659.18,No
CUST102102,Male,1,Yes,No,49,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,49.87,2336.61,No
CUST102103,Female,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.31,384.56,No
CUST102104,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,37.66,992.31,No
CUST102105,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,55.73,2212.72,No
CUST102106,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,93.12,1066.52,No
CUST102107,Male,1,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.19,5165.44,No
CUST102108,Female,0,No,No,51,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,59.61,3115.09,No
CUST102109,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,23.41,18.0,No
CUST102110,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,81.94,5073.94,No
CUST102111,Female,1,No,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,885.21,No
CUST102112,Male,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card,100.45,6062.25,No
CUST102113,Male,0,No,No,44,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.84,2949.81,No
CUST102114,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.83,4690.15,No
CUST102115,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,84.56,2158.11,Yes
CUST102116,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,66.27,1131.16,Yes
CUST102117,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.29,834.0,Yes
CUST102118,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,32.2,754.86,No
CUST102119,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,96.44,2024.15,No
CUST102120,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,82.5,4483.87,No
CUST102121,Male,0,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.29,3350.62,Yes
CUST102122,Male,1,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,92.67,2859.0,No
CUST102123,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card,69.77,3592.0,No
CUST102124,Male,1,No,No,53,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,65.26,3622.07,No
CUST102125,Male,0,No,No,68,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,59.92,4193.27,No
CUST102126,Female,0,No,Yes,23,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card,65.08,1409.38,No
CUST102127,Female,1,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,97.93,1822.26,Yes
CUST102128,Male,0,Yes,No,1,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.22,29.28,No
CUST102129,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.0,283.45,No
CUST102130,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,64.23,2750.06,No
CUST102131,Male,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.05,1948.93,No
CUST102132,Male,0,No,Yes,44,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.04,2821.66,No
CUST102133,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.48,5580.51,No
CUST102134,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.13,3835.66,Yes
CUST102135,Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.83,5153.46,No
CUST102136,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,41.37,745.87,No
CUST102137,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,72.68,1705.32,No
CUST102138,Female,0,No,No,59,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,39.15,2282.66,No
CUST102139,Male,0,No,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer,56.18,2666.51,No
CUST102140,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,110.5,3999.75,No
CUST102141,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.39,2005.45,No
CUST102142,Male,0,Yes,No,55,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,58.56,3248.1,No
CUST102143,Male,0,No,No,22,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,80.8,1618.98,No
CUST102144,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,88.71,3927.94,No
CUST102145,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,24.61,564.68,No
CUST102146,Female,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.81,2426.79,No
CUST102147,Female,1,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,19.09,1241.65,No
CUST102148,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.4,4555.24,Yes
