Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,76.44,3809.36,0
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,89.22,376.62,1
Female,0,No,No,61,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,48.76,3028.6,0
Female,0,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,69.06,1161.15,1
Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.89,2268.52,1
Male,1,Yes,Yes,13,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,75.01,1060.14,0
Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,92.38,1090.75,0
Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.65,2820.96,1
Male,0,No,No,7,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,78.27,400.18,0
Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.62,172.19,0
Female,1,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.78,1953.23,1
Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.26,842.19,0
Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.33,1438.52,0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,69.23,4933.21,0
Female,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,76.29,358.34,0
Male,1,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,59.41,3437.08,0
Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.6,617.8,1
Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.16,1689.89,0
Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,34.15,807.22,0
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card,94.09,1058.48,1
Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.5,578.99,0
Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,80.84,2217.03,0
Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,78.14,4119.48,0
Male,0,No,Yes,50,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,65.21,3369.3,0
Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.65,1759.95,0
Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,80.45,38.78,0
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.89,5595.71,0
Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,52.22,1657.27,0
Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,97.87,805.13,0
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,28.77,1889.11,0
Male,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,76.66,4417.37,0
Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.77,271.33,0
Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,80.68,2471.81,0
Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,35.41,2357.99,0
Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,76.5,3764.35,0
Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,74.61,1218.99,1
Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.42,1612.11,0
Female,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.43,544.52,1
Female,1,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.87,1253.55,0
Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,36.05,412.31,0
Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,103.53,5135.36,0
Female,0,No,No,68,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.93,4078.12,0
Male,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.28,384.57,0
Female,1,No,No,44,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,64.1,2982.39,1
Male,0,Yes,Yes,18,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,72.33,1426.16,0
Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card,84.67,4608.85,0
Male,0,No,No,11,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,55.02,500.98,1
Female,0,No,Yes,27,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,67.96,1925.09,0
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card,88.98,1419.08,0
Male,0,No,No,63,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,60.84,3836.49,0
Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer,90.12,424.97,0
Male,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.74,3600.66,0
Female,1,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,62.73,578.57,0
Female,1,Yes,No,44,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,50.12,2267.78,0
Female,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,82.1,4518.44,0
Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.33,1531.11,0
Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,39.42,182.59,0
Female,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer,84.92,4820.96,0
Female,0,Yes,No,22,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,44.27,1017.04,0
Male,1,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,70.75,3364.26,0
Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card,86.66,6091.59,0
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,74.61,640.95,0
Female,0,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.65,2143.2,0
Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,87.82,5405.46,0
Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,64.42,547.37,0
Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,35.81,728.06,0
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,88.6,3472.82,0
Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,89.83,6297.54,0
Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.71,569.04,0
Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.92,2728.61,0
Male,0,Yes,No,58,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,56.36,3359.01,0
Female,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.39,501.6,0
Female,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.21,2094.88,1
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.78,1883.26,0
Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,65.92,1972.17,0
Female,0,No,Yes,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.6,2379.28,0
Female,0,Yes,No,16,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,64.14,1083.56,0
Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card,89.81,2744.18,0
Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,77.37,5187.61,0
Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,87.64,5314.96,0
Female,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.19,6051.63,0
Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card,87.48,4388.44,0
Female,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,78.66,3195.72,1
Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.66,1416.12,0
Male,0,Yes,No,12,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.19,817.57,1
Male,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.35,2119.34,0
Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,78.69,2314.08,0
Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.48,3644.76,0
Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,72.33,124.34,1
Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,77.96,5074.44,0
Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,101.7,1316.72,1
Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.27,761.46,0
Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.36,2201.02,1
Male,0,Yes,No,67,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.49,5003.08,0
Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.24,1461.16,0
Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,94.85,465.38,0
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.13,5438.48,0
Female,0,Yes,Yes,49,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,53.28,2670.47,0
Female,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,77.0,359.69,1
Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,96.74,5558.49,0
Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,33.98,183.47,1
Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card,77.98,2434.23,0
Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,98.39,1149.7,0
Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,89.9,177.5,1
Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,894.74,0
Male,1,Yes,No,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.26,3343.88,0
Male,0,Yes,No,35,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,63.64,2189.44,0
Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,69.02,1721.89,0
Female,0,Yes,No,37,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,73.68,2697.34,0
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,97.93,1072.31,0
Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,91.09,284.11,0
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,30.86,444.77,0
Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,89.06,358.38,0
Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,59.6,3357.55,0
Male,1,Yes,No,44,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.76,2518.66,0
Female,0,No,No,14,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,64.61,849.34,0
Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,93.79,3886.43,0
Male,0,No,No,35,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.61,2180.13,0
Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,93.29,760.95,1
Male,0,No,No,70,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,44.21,3063.03,0
Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,50.57,3293.97,0
Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,57.22,3185.75,0
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,92.1,5504.58,0
Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,60.43,2277.02,1
Male,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.37,4487.59,0
Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.27,3534.97,0
Male,1,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer,49.51,565.61,0
Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,85.95,1161.52,1
Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.99,1919.25,0
Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,76.58,2527.1,0
Male,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.4,3882.17,0
Female,0,No,Yes,11,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,49.61,542.32,0
Male,1,No,No,33,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer,44.71,1551.7,0
Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.12,233.26,0
Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,82.93,1166.42,0
Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer,92.53,841.81,0
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card,81.39,1328.91,1
Male,0,Yes,Yes,44,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card,36.95,1671.21,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,73.52,148.14,0
Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,49.62,733.04,0
Male,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,19.69,1037.21,0
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,73.56,763.27,0
Female,1,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,76.53,3201.05,0
Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.9,6177.65,1
Female,0,No,No,57,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,72.71,4131.72,0
Female,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.28,480.7,1
Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.28,780.27,0
Female,0,No,No,51,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card,55.54,2865.89,0
Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.01,1921.29,0
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.72,947.98,0
Male,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,72.2,2578.14,0
Female,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,80.36,3432.18,0
Male,0,Yes,No,33,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.36,1505.98,0
Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.34,229.17,1
Female,0,Yes,No,7,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,45.45,327.62,0
Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,65.41,82.99,0
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.44,1940.46,0
Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,75.2,4394.07,0
Male,0,Yes,Yes,70,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,55.33,3875.19,0
Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.85,3255.36,0
Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.72,94.34,1
Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,71.92,259.47,0
Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,76.23,4551.2,0
Female,0,Yes,No,25,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,64.88,1678.84,0
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,89.48,5622.34,0
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.24,3057.66,0
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.87,5778.43,0
Female,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.3,224.65,0
Male,0,No,Yes,62,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,63.11,4031.95,0
Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,78.81,3077.9,0
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,78.03,2574.78,0
Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,26.37,951.35,0
Male,1,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,94.35,2330.68,0
Male,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.14,1520.4,0
Male,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,83.1,4672.95,0
Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,91.04,5288.73,0
Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,21.55,1529.46,0
Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.83,2602.32,0
Female,0,Yes,No,56,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.78,4508.87,0
Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.62,4881.17,0
Female,0,No,No,2,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,66.91,362.83,0
Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,31.76,1050.3,0
Male,1,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,1278.36,0
Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.61,2966.63,0
Female,1,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.81,380.05,1
Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,63.52,2978.2,0
Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.48,1964.42,0
Male,0,No,Yes,45,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card,39.97,1800.02,0
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,91.35,18.0,0
Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,38.44,0
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,74.44,3339.76,1
Male,0,No,No,71,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.37,4893.63,0
Male,1,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,34.05,1579.5,0
Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.59,2439.79,0
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card,91.31,5697.91,0
Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.68,1422.38,0
Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,88.86,685.53,0
Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,84.88,3480.62,0
Female,0,No,Yes,45,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,63.3,2912.79,1
Male,0,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.43,4587.19,0
